符号,预分档,位点数,跨文件数,值样例,值形态,有单位,登记面点名数,点名位置样例,来源现状样例,位点样例
sample_overhead_ms,残余D·语义未明（需读用途）,2,2,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/cli/monitor.h:406 ; lib/infrastructure/cli/resource_events.h:45
sample_pitch,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/include/astro/phase2/stage2_common.h:561
sample_pitch_deg,残余D·语义未明（需读用途）,2,2,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/include/astro/phase2/stage2_common.h:249 ; lib/algorithms/coverage/src/sky_plane.cpp:1870
sampling_coverage,残余A·登记面点名但无支撑,1,1,0.0,小于 1 的小数,是,1,eng/contracts/schemas/product_family_field_constraints.schema.json,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/aio/v6/include/astro/aio/v6_provenance.h:61
sampling_scale,残余B·带单位的科学量,3,2,0.0f | 1.0,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/aio/include/hiss_format.h:225 ; lib/infrastructure/aio/include/hiss_format.h:232 ; lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:62
sat,局部量噪声（不入科学判读）,1,1,.3f,其他,是,4,docs/algorithms/PLATESOLVE.md ; docs/algorithms/STAR_DETECTION_ALGORITHMS.md ; docs/contracts/DATA_SEMANTICS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/star_detection/src/sdet_api.cpp:2480
sat_bad,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:1758
sat_level,残余A·登记面点名但无支撑,2,1,0.0,小于 1 的小数,是,1,docs/algorithms/STAR_DETECTION_ALGORITHMS.md,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/scheduler/src/module_adapters.cpp:6647 ; lib/infrastructure/scheduler/src/module_adapters.cpp:6660
sat_threshold,残余A·登记面点名但无支撑,2,1,0.0 | 0.0f,小于 1 的小数,是,1,docs/algorithms/STAR_DETECTION_ALGORITHMS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/star_detection/src/sdet_api.cpp:513 ; lib/algorithms/star_detection/src/sdet_api.cpp:1547
satrange,残余A·登记面点名但无支撑,3,2,0.1 | 0.1f,小于 1 的小数,是,1,docs/algorithms/STAR_DETECTION_ALGORITHMS.md,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/star_detection/wrapper_phase1/star_detector.cpp:157 ; lib/algorithms/star_detection/src/sdet_api.cpp:728 ; lib/algorithms/star_detection/src/sdet_api.cpp:2565
saturate,残余B·带单位的科学量,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/scheduler/src/module_adapters.cpp:1294
saturation_level,残余A·登记面点名但无支撑,1,1,0.0,小于 1 的小数,是,8,docs/algorithms/NOISE_ESTIMATION.md ; docs/contracts/CONFIG_CONTRACT.md ; docs/contracts/DATA_SEMANTICS.md,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/scheduler/src/module_adapters.cpp:6383
saved,残余A·登记面点名但无支撑,1,1,0.0,小于 1 的小数,是,1,docs/research/COMPRESSION_CODEC_RESEARCH_PACK.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/sky_plane.cpp:111
sb_ivar_out,残余A·登记面点名但无支撑,1,1,-2,一般数值,是,5,docs/contracts/DATA_SEMANTICS.md ; docs/validation/v6/QA_MATRIX.md ; eng/contracts/data/examples/v6/units.example.json,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/resample/p3_rsmp_units.cpp:98
sb_variance_out,残余A·登记面点名但无支撑,1,1,2,整数/整幂/科学计数,是,5,docs/contracts/DATA_SEMANTICS.md ; docs/validation/v6/QA_MATRIX.md ; eng/contracts/data/examples/v6/units.example.json,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/resample/p3_rsmp_units.cpp:97
scalar_gate.rd,残余A·登记面点名但无支撑,1,1,null,其他,是,3,docs/contracts/CONFIG_CONTRACT.md ; eng/packaging/config/config_registry.json ; eng/packaging/config/defaults.json,无来源（GAP-024）,eng/packaging/config/defaults.json:722
scalar_gate.trend,残余A·登记面点名但无支撑,1,1,null,其他,是,3,docs/contracts/CONFIG_CONTRACT.md ; eng/packaging/config/config_registry.json ; eng/packaging/config/defaults.json,无来源（GAP-024）,eng/packaging/config/defaults.json:733
scale,残余A·登记面点名但无支撑,42,18,-999.0 | .6 | .6;.6f | 0.0,小于 1 的小数,是,49,docs/algorithms/CALIBRATION_ALGORITHMS.md ; docs/algorithms/GATES_AND_TOLERANCES.md ; docs/algorithms/HIPS_WRITER.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/calibration/include/astrocs/calibration/v6_calibration_covariance.h:130 ; lib/algorithms/coverage/src/identifiability.cpp:275 ; lib/algorithms/coverage/src/sky_plane.cpp:429 ; lib/algor
scale_arcsec,残余A·登记面点名但无支撑,4,3,0.0 | 3600.0,小于 1 的小数,是,3,docs/architecture/api_inventory.csv ; docs/contracts/API_CONTRACTS.csv ; docs/contracts/PUBLIC_API.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/sampler.cpp:123 ; lib/algorithms/coverage/src/sampler.cpp:140 ; lib/algorithms/drizzle/healpix_drizzle/astro_sphere_sink.cpp:130 ; lib/algorithms/platesolve/cpp/ipv/src/ipv
scale_deg_per_px,残余A·登记面点名但无支撑,1,1,0.0,小于 1 的小数,是,12,docs/algorithms/PHASE3_PROJ_IMPL.md ; docs/algorithms/PHASE3_RSMP_IMPL.md ; docs/api/CLI_PROTOCOL_V1.md,无来源（行内字面量，未见文档/文献锚）,lib/include/astrocs/core/plan_estimator.h:101
scale_factor,残余A·登记面点名但无支撑,3,1,0.0 | 1.0,小于 1 的小数,是,1,docs/science/PHOTOMETRY.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/photometry/cpp/src/star_matcher.cpp:60 ; lib/algorithms/photometry/cpp/src/star_matcher.cpp:477 ; lib/algorithms/photometry/cpp/src/star_matcher.cpp:528
scale_max,残余B·带单位的科学量,2,1,-1.0 | 0.8,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_triangle.cpp:278 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_triangle.cpp:573
scale_min,残余B·带单位的科学量,3,1,-1.0 | 1.2,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_triangle.cpp:277 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_triangle.cpp:569 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_triangle.cpp:572
scale_obs,残余A·登记面点名但无支撑,3,1,0.0,小于 1 的小数,是,5,docs/algorithms/PHASE2_SESSION.md ; docs/algorithms/PHASE2_UPM_IMPL.md ; docs/contracts/DATA_SEMANTICS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/upm.cpp:115 ; lib/algorithms/coverage/src/upm.cpp:729 ; lib/algorithms/coverage/src/upm.cpp:1565
scale_rejected,残余B·带单位的科学量,1,1,.4f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_triangle.cpp:385
schema,残余A·登记面点名但无支撑,2,1,.3f,其他,是,182,ACCEPTANCE_SPEC.md ; ASTROCS_DESIGN.md ; ENGINEERING_SPEC.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/psf/src/dpsf_psf.cpp:977 ; lib/algorithms/psf/src/dpsf_psf.cpp:1142
schemaLocation,残余D·语义未明（需读用途）,1,1,1.3,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:2087
schema_version,残余A·登记面点名但无支撑,1,1,1.1,一般数值,是,87,ASTROCS_DESIGN.md ; docs/VERSIONING.md ; docs/api/CLI_PROTOCOL_V1.md,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:22
scientific_change,残余A·登记面点名但无支撑,2,2,.003 | .005,小于 1 的小数,是,8,docs/architecture/cpu/CPU_003_AVX2_PROVIDER.md ; docs/architecture/observability/RESOURCE_MONITORING_CONTRACT.md ; docs/architecture/observability/RUN_GRAPH_CONTRACT.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/hips/include/astrocs/hips/types.h:8 ; lib/algorithms/noise_snr/include/astrocs/noise/types.h:9
score,残余A·登记面点名但无支撑,5,1,.4f | 0.0 | 0.0;1.0 | 1.0,小于 1 的小数,是,2,docs/design/PHASE2_DETAILED_DESIGN.md ; eng/contracts/data/v6_clause_registry_v1.json,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_ransac.cpp:322 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_ransac.cpp:757 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_ransac.cpp:1274 ; lib/algorithms/plateso
score_ms,残余D·语义未明（需读用途）,2,2,0.0 | 1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/acr/routing/benchmark_route_estimator.cpp:570 ; lib/infrastructure/acr/routing/route_profile_v2.hpp:82
sd,局部量噪声（不入科学判读）,3,1,0.0,小于 1 的小数,是,1,docs/algorithms/PHASE2_REJECTION.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/rejection.cpp:606 ; lib/algorithms/coverage/src/rejection.cpp:801 ; lib/algorithms/coverage/src/rejection.cpp:1875
sdec,残余D·语义未明（需读用途）,1,1,-1.0;1.0,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/scheduler/src/module_adapters.cpp:503
sdist,残余D·语义未明（需读用途）,1,1,2,整数/整幂/科学计数,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/shared/healpix/healpix_core.cpp:493
sec2,残余D·语义未明（需读用途）,1,1,1.0,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_wcs.cpp:261
second,残余A·登记面点名但无支撑,3,1,1.0,一般数值,是,2,docs/algorithms/PHASE3_RSMP_IMPL.md ; docs/research/CCD_LINEAR_DEFECT_LITERATURE.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/tools/stage2.cpp:647 ; lib/algorithms/coverage/tools/stage2.cpp:653 ; lib/algorithms/coverage/tools/stage2.cpp:662
second_vote,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_polygon.cpp:767
secondary_threshold,残余B·带单位的科学量,1,1,2.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_polygon.cpp:778
seconds,残余A·登记面点名但无支撑,1,1,.0f,其他,是,3,docs/ci/01_CHECKS.md ; docs/ci/02_PIPELINE.md ; docs/ci/CI_SPEC.md,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:672
seed,残余A·登记面点名但无支撑,1,1,0.0,小于 1 的小数,是,24,ASTROCS_DESIGN.md ; docs/algorithms/GAIA_QUERY.md ; docs/algorithms/GATES_AND_TOLERANCES.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/star_detection/src/nls_lm.cpp:174
segments,残余D·语义未明（需读用途）,1,1,.2f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:837
self_variance,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/calibration/include/astrocs/calibration/v6_calibration_covariance.h:183
sf,局部量噪声（不入科学判读）,1,1,0.0;0.75,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/block.cpp:20
sf_center_dec_,残余D·语义未明（需读用途）,1,1,2.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:1643
sf_center_ra_,残余D·语义未明（需读用途）,1,1,2.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:1642
sf_height_deg_,残余D·语义未明（需读用途）,1,1,1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:1647
sf_width_deg_,残余D·语义未明（需读用途）,1,1,1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:1646
sfrac,残余B·带单位的科学量,2,1,1.0;255.0,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:2826 ; lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:2837
sg,局部量噪声（不入科学判读）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/star_detection/src/nls_lm.cpp:320
sgn,局部量噪声（不入科学判读）,1,1,-1.0;0.0;1.0,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/upm.cpp:2282
sgn_x,残余A·登记面点名但无支撑,3,3,-1.0;1.0,其他,是,5,docs/algorithms/PHASE3_PROJ_IMPL.md ; docs/contracts/PUBLIC_API.md ; docs/modules/registry/astrocs.phase3.wcs.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:71 ; lib/algorithms/projection/p3_projection.cpp:61 ; lib/algorithms/projection/p3_wcs.cpp:138
sh,局部量噪声（不入科学判读）,1,1,2.0,一般数值,是,9,ENGINEERING_SPEC.md ; docs/VERSIONING.md ; docs/operations/TOOLCHAIN_AGENT_HOST.md,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/scheduler/src/module_adapters.cpp:517
shadows,残余D·语义未明（需读用途）,4,3,.4f | 0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:566 ; lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:575 ; lib/infrastructure/hips_browser/healpix_browse
shadows_,残余D·语义未明（需读用途）,3,2,0.0f | 0.0f;0.5f;1.0f | 0.0f;1.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/app/stf_bar.cpp:22 ; lib/infrastructure/hips_browser/healpix_browser_qt/app/stf_bar.cpp:33 ; lib/infrastructure/hips_browser/healpix_browser_qt/app/s
shared,残余A·登记面点名但无支撑,1,1,.4f,其他,是,33,ASTROCS_DESIGN.md ; ENGINEERING_SPEC.md ; docs/algorithms/HEALPIX_MAPPING.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/tools/calibrated_pair_diag.cpp:326
shared_variance,残余D·语义未明（需读用途）,6,2,-1.0 | 0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/calibration/include/astrocs/calibration/v6_calibration_covariance.h:231 ; lib/algorithms/calibration/src/v6_calibration_covariance.cpp:548 ; lib/algorithms/calibration/src/v6_calibratio
shared_vertices,残余A·登记面点名但无支撑,1,1,1.0,一般数值,是,1,docs/algorithms/DRIZZLE_GEOMETRY.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:1911
shift,残余A·登记面点名但无支撑,2,1,2,整数/整幂/科学计数,是,7,docs/algorithms/PHASE2_COVERAGE.md ; docs/algorithms/PHASE2_SAMPLER.md ; docs/algorithms/PHASE3_RSMP_IMPL.md,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:1112 ; lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:1137
shrink,残余D·语义未明（需读用途）,1,1,1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:739
sig,局部量噪声（不入科学判读）,8,4,0.0 | 10.0 | 68.3,一般数值,是,8,docs/algorithms/HIPS_WRITER.md ; docs/algorithms/PHASE2_MOSAIC_WRITE.md ; docs/algorithms/PHASE3_FITS_IMPL.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/include/ipv_itertrans.h:60 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:637 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:864 ; lib/algorithm
sig1,残余D·语义未明（需读用途）,1,1,1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/star_detection/src/sdet_background.cpp:163
sig_col_f32,残余D·语义未明（需读用途）,1,1,0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/calibration/src/ac_api.cpp:345
sig_is_f64,残余D·语义未明（需读用途）,1,1,0.5,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/src/module_entry.cpp:1095
sig_sci,残余D·语义未明（需读用途）,1,1,0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/calibration/src/cosmetic_corrector.cpp:625
sigcol,残余D·语义未明（需读用途）,1,1,0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/scheduler/src/module_adapters.cpp:2954
sigma,残余A·登记面点名但无支撑,22,14,.10 | .1f;2.0 | .6f | 0.0,一般数值,是,52,docs/DOCUMENT_INDEX.yaml ; docs/GLOSSARY.md ; docs/algorithms/CALIBRATION_ALGORITHMS.md,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/scheduler/src/module_adapters.cpp:10807 ; lib/algorithms/calibration/src/cosmetic_corrector.cpp:126 ; lib/algorithms/calibration/src/cosmetic_corrector.cpp:147 ; lib/algorithms/cove
